instance_id predicted_score
115217411682892379 0.00202777990118964
2331614524079851984 0.010385101733156822
2246172863889309559 0.009350397961535285
5114721050451516374 0.010565765079296536
7265041437231674935 0.015829190328093885
1710862948158819014 0.0012135259051768363
1862086875186243739 0.004797385038394246
2626924230254821315 0.004271470577799273
2073586718492956603 0.0012732789494861328
4000601263685860303 0.007549427795761772
6979015193886102328 0.03195104545608167
2985022931737586581 0.011503370988629514
9113862232085131123 0.007250373876113358
3797384138404486729 0.015693098459906372
1905518497671778779 0.0033671999612532003
2254751083999172613 0.005891339511360857
2382986632140811337 0.0026565132871256445
5365887363022121873 0.016577852868454843
8535125093055585776 0.023311279142499846
3786454230684989887 0.0065451319901198915
9104125533925007331 0.007066020272964083
5122882185633935420 0.020688830126535884
4773595256495870612 0.003135875505319547
442625016663868157 0.012928361839378653
2160031631761945530 0.038949242080409875
7461466833431651904 0.012326002788553605
5986112086185625601 0.03083060614449043
4638324123702038239 0.00365847612932596
2083503309156947397 0.007227791424421029
6042737952559761842 0.029748374449057507
4518865829315330134 0.006034976795096226
1042130295775464951 0.006958666725726473
3442667515683854903 0.0026382148223383067
648037969437479474 0.004829513603111641
7477350369301126016 0.004464799631067936
5111570055911447828 0.01217858880281529
7497557375527590386 0.014964274232045119
5470029175609905622 0.0064794506853079045
8406249573109278117 0.0034519187526846937
588539897921005411 0.002539538052421861
2557105203880357773 0.009300072403090089
6906095709831744682 0.0007717732099789337
1463373854666430313 0.0016898482895970025
6748390104011383570 0.03480489538272436
7668315446294146612 0.0032631627198091836
5644695768241011062 0.01776672583278976
757695945760467439 0.0025410431569897595
7044557344994542888 0.007277843111540602
6978496167278921495 0.019044129733342685
8875655355400325685 0.0035491173365178597
424960379262435093 0.08207373950351755
350767975511449697 0.008086333134143198
2289226616825288499 0.024142492148870306
7471302733760088386 0.005996363094056378
1852479815704068846 0.004401394164160363
4382541720124475102 0.024765066687073168
1281675215132961340 0.004043401136791195
6299419135719070201 0.0035398016209912037
4063412606861160132 0.0004995915729175433
2190856178532783841 0.011852141794765358
8765797092760298487 0.005635101507730767
5466486213729364727 0.05409157416564003
7034763875804875196 0.09529079795279474
2655220716494299801 0.002076789622772374
3780820259594602166 0.004447621857071541
1465749962143390568 0.041109573259558996
131649572697330082 0.001281582169857152
1080331660529963064 0.0013354904273968776
5672222159503062695 0.018330802192590947
1079468883779244171 0.00030045841729120824
1222967827616972636 0.005828202695902537
3404718022032179043 0.015854841997175764
2550051396893538636 0.006880868088974276
234607259210591257 0.06242619730970805
6324132611032084197 0.0511025234881787
4679115841972773958 0.009527245199293922
3847812251488241915 0.004823156140875045
2085632482845810545 0.026515373449893746
3484911716120547285 0.00301923296665756
6135566956955273037 0.01049846463013042
1113032177134027547 0.030194782225791864
7484296127643832018 0.0003257326406774857
1629640898814199601 0.005606684054566849
2950668458672279297 0.0062284796225086925
5405027024431444983 0.008870697327368691
635352209343998735 0.005364699480313062
2319765929036635070 0.014091210125269574
6811589004997751056 0.001219763400516245
697136616473681238 0.000630841547473238
4302752055946402575 0.007439345657170136
5438962512976231161 0.013135531452413302
8046928195475329057 0.000728490103410934
417773360725619967 0.005679052622809665
1345579578879456638 0.003393773861078591
7781269943483564476 0.0003845803270156944
8072563347631032576 0.0027987457109188247
6119259441644640880 0.00219178726102502
9091423912005697413 0.010873887238345365
8644537850105652619 0.0024517394924077605
5874441374025281529 0.022826908751468485
5444888309490559914 0.012307524543514275
7426991143835028946 0.0038966644137250423
8319918242955501606 0.0011016256861572414
6869497768676738108 0.006226821595212502
2478634395413285215 0.0016279454007952486
6307362388339586652 0.0032277477535848226
1614384272389616254 0.013262751698378981
2079318146002289857 0.018688626961110594
6367610285813468237 0.010066038720133657
744643601100456625 0.010890618858372662
7831750729088996882 0.0008865206525537868
6211760710457079009 0.011811796576849404
4521282573988716004 0.03352466768866792
6306155604879560982 0.0059734153702414175
4816175256652421429 0.009645121174817318
4165727098718751482 0.004160157423266523
2751711816885810382 0.017913245322318087
2040105540907714068 0.005395265824589003
7925096800381259249 0.00514595002881914
3939348778063358660 0.007585450906132408
99341281700771615 0.0013920520643905068
7993320733983684431 0.0312535064741299
4600323893301127359 0.050557140786901635
5127867370052205348 0.05207962730378404
3661141693335234507 0.004337431699648045
8771794021211203996 0.01893550940291552
1031842053064914049 0.02929958131038158
5187664588154806296 0.0025541214413142077
7827808864240356362 0.001984193449459932
8119150396733684442 0.016536719228320448
6733162424088018896 0.017764017852992548
5639110176369285093 0.008097922953190416
3966325018926726459 0.03638790177235152
2349545436255922977 0.015111306434574381
6303021104274184765 0.03235406180013243
7308083777184322661 0.19633804549087155
8638153586972035530 0.0024762808246497066
7207133523037465244 0.001206907495040215
3982024461416447682 0.011520454715754786
7867653922291688214 0.012090691517194852
5168467009870877858 0.04013634574110846
4940607690074079310 0.03791480086768219
8607397256857283999 0.06726035796507082
7225644993177250862 0.01809627809125542
2556894224138668796 0.020827781547094266
6396959216493359698 0.01895909260554653
5263198100531321870 0.0011246520818510633
3819600103591298619 0.07087560963832032
641562530479423157 0.016430351825319826
9178458048271043923 0.013028757276958944
4410041947635396502 0.002420660282098227
6062776490735976609 0.0015310645530771437
2033931610327034873 0.0028070768805387616
6950111126117254672 0.025737250162486434
2430596394197303412 0.028263989868723124
4984115365807417749 0.004897901404518032
8208089844720716752 0.001044005560979456
3360856131455027777 0.007178962425893793
2313570574145684940 0.0114816255971964
3546152533545811362 0.0287409675557602
157101200175328736 0.009027842795442961
3346976927413347867 0.003238526737390398
4405398968049866262 0.012579411576916298
8219910718171855204 0.003586354065745864
4021911613625567431 0.0008461263723005854
2511237074838073474 0.004247430923480361
7088233218142860134 0.0031087427713324166
3670419473528770440 0.03931696242038727
4442692904970997259 0.0030382489083382843
820787016310697541 0.0014850854272797673
8952335184641601200 0.0058579395643769145
7773256040208110893 0.0010040368547168301
8156887458839586045 0.008567327846238218
1983988144554118862 0.0015835982060627544
2833481532058881094 0.004833891986328644
191556747613180627 0.11411580346800405
8199580668757395538 0.0006534455069411578
2163407348941847397 0.017830598624874853
968885077890444735 0.03620170400823089
6552327025722310507 0.0011631537604190455
6292078809726064707 0.0031614262545141257
8070064028032631832 0.005542575082229169
5442789349699575851 0.00773476533870403
2660252148076443712 0.005810722385499112
7450445219708822033 0.0006667890272750116
7266578710185452690 0.0010726247541564394
6867497944204295089 0.010397916175772228
1950305776416139225 0.0031619996676230033
3546860980627518997 0.01567695105495049
7726223197805555081 0.0029558160574403706
6945717431371377791 0.0051151439133004665
8828983661396139486 0.0064020891679307385
8611467819470889838 0.07985795736723938
6868142370048235736 0.014378401592690129
781378923659136331 0.004110092881085498
3435267172864246127 0.004625817628788047
8589634064053817777 0.005976289615708513
4975020316028926857 0.0018402865793009473
3556727204201306184 0.0006369783557144309
8120641014388637220 0.014527960177953271
3573691470138085723 0.004140202988994154
6165289187160308074 0.057482763277184934
